site_catid,site_name,street_addr,city_name,zipcode,stateid,cntyid,siteid,horiz_datum,lat,long,horiz_method_code,horiz_accuracy,horiz_scale,elev_measure,elev_method_code,elev_datum,elev_accuracy,timezone,uarid,aqcrid,landuse,setting,census_tract,block,established,terminated
55-021-0017,CAMBRIA SCHOOL,"CAMBRIA SCH, 410 EDGEWATER ST, CAMBRIA",,,55,21,17,WGS84,43.542484877,-89.101780258,18,151.82,24000,0,,UNKNOWN,0,CENTRAL,0,240,RESIDENTIAL,SUBURBAN,,,2001-10-01,2003-02-27
55-021-0018,"DIDION MILLING, INC BULK Load Out","Didion Milling, 501 S WILLIAMS ST, CAMBRIA",Cambria,53923,55,21,18,WGS84,43.5386388909421,-89.1015,103,9.75,,281,4,MEAN SEA-LEVEL,9.75,CENTRAL,,240,INDUSTRIAL,RURAL,97010,3025,2007-01-06,
55-021-0019,Didion Milling,"Cambria School Parking, 410 East Edgewater St, Cambria",Cambria,53923,55,21,19,WGS84,43.5413333309421,-89.10313889,103,7.62,,280.4,1,MEAN SEA-LEVEL,7.62,CENTRAL,,240,INDUSTRIAL,RURAL,97010,3023,2008-07-01,
55-025-0025,DAYTON RESERVOIR SITE,"WATER RESERVOIR, DAYTON & LIVINGSON ST.",Madison,53703,55,25,25,WGS84,43.081939962,-89.376785595,27,0.01,0,270,,UNKNOWN,0.01,CENTRAL,4720,240,COMMERCIAL,URBAN AND CENTER CITY,,,1980-03-04,2003-03-05
55-025-0037,RODEFELD LANDFILL,"RODEFELD SE SITE, CNTY AB & HWY 12/18",Madison,,55,25,37,WGS84,43.043053663,-89.248727428,27,0,0,262,,UNKNOWN,0,CENTRAL,4720,240,INDUSTRIAL,SUBURBAN,,,1989-02-15,
55-025-0041,MADISON EAST, 2302 HOARD ST,Madison,53704,55,25,41,WGS84,43.1008379448758,-89.3572982165232,103,2,,260,1,MEAN SEA-LEVEL,5,CENTRAL,4720,240,COMMERCIAL,URBAN AND CENTER CITY,2100,4003,1992-04-15,
55-025-0043,ON PLATFORM 12 MILES NE OF DEAD END OF S MARQUETTE ST,"RECREATION TRAIL, 100 S MARQUETTE ST",Madison,,55,25,43,WGS84,43.096944,-89.341389,27,30.36,25000,255,,UNKNOWN,0,CENTRAL,4720,240,RESIDENTIAL,URBAN AND CENTER CITY,,,1998-03-18,2003-09-30
55-025-0045,MADISON PRAIRIE LANDFILL,"MADISON PRAIRIE LDF, 6002 NELSON RD, TOWN OF BURKE",,,55,25,45,WGS84,43.148605238,-89.268448884,18,30.36,24000,290,,UNKNOWN,0,CENTRAL,0,240,AGRICULTURAL,RURAL,,,1998-07-22,2002-02-04
55-025-0046,MADISON PRAIRIE LANDFILL,"MADISON PRAIRIE LF, 6002 NELSON RD, TOWN OF BURKE",,,55,25,46,WGS84,43.144161375,-89.270671968,18,30.36,24000,290,,UNKNOWN,0,CENTRAL,0,240,AGRICULTURAL,RURAL,,,1998-07-22,2002-02-04
55-025-0047,MADISON - UNIVERSITY AVE WELL #6,2757 UNIVERSITY AVE,Madison,53705,55,25,47,WGS84,43.0733,-89.4358,103,3,,256,1,MEAN SEA-LEVEL,5,CENTRAL,4720,240,RESIDENTIAL,URBAN AND CENTER CITY,900,4005,1999-01-03,
55-025-0048,,"LOWELL SCHOOL, 401 MAPLE AVE",Madison,,55,25,48,WGS84,43.092995768,-89.340167787,28,3.7,3,286,1,MEAN SEA-LEVEL,1,CENTRAL,4720,240,RESIDENTIAL,URBAN AND CENTER CITY,,,2005-08-02,
55-025-1005,Charter St HP (CSHP),U WISCONSIN Humanities Building 455 North Park St,Madison,53715,55,25,1005,WGS84,43.0700050938318,-89.4000776457074,103,1,,265,2,MEAN SEA-LEVEL,10,CENTRAL,4720,240,COMMERCIAL,URBAN AND CENTER CITY,160,3002,2008-11-01,
55-027-0001,HORICON WILDLIFE AREA,"Horicon Wildlife Area, 1210 N Palmatory St",Horicon,53032,55,27,1,WGS84,43.466111000942,-88.621111,103,2,,286.5,1,MEAN SEA-LEVEL,5,CENTRAL,,240,AGRICULTURAL,RURAL,96120,1001,1982-06-24,
55-027-0007,MAYVILLE,"MAYVILLE, NEAR N6705 MADISON RD",,,55,27,7,WGS84,43.434996361,-88.527878907,27,30.36,24000,360,,UNKNOWN,0,CENTRAL,0,240,AGRICULTURAL,RURAL,,,1994-06-03,
55-027-0008,NE CORNER OG GLACIER RIDGE LANDFILL,"SFRLF, N 7296 HWY V, HORICON",,,55,27,8,WGS84,43.466662185,-88.548712446,27,30.36,24000,285,,UNKNOWN,0,CENTRAL,0,240,AGRICULTURAL,RURAL,,,1998-07-14,
55-027-0009,NE CORNER OF GLACIER RIDGE LANDFILL,"SGRLF, N 7296 HWY V, HORICON",,,55,27,9,WGS84,43.473050934,-88.555379601,27,30.36,24000,285,,UNKNOWN,0,CENTRAL,0,240,AGRICULTURAL,RURAL,,,1998-07-14,
55-027-9901,,Unavailable,,,55,27,9901,WGS84,43.483324837,-88.533431267,5,2e3,24000,286.59,,UNKNOWN,1e5,CENTRAL,0,240,AGRICULTURAL,URBAN AND CENTER CITY,,,2005-05-10,
55-029-0004,NEWPORT PARK,475 CTH NP,,54210,55,29,4,WGS84,45.2384000009432,-86.994,103,2,,195,1,MEAN SEA-LEVEL,3,CENTRAL,,237,FOREST,RURAL,980100,1002,1989-04-15,
55-031-0011,,"MIDWEST ENERGY (ORBA), 2700 WINTER ST",Superior,,55,31,11,WGS84,46.728829528,-92.119079782,27,0,0,189,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1976-01-01,
55-031-0014,,"MIDWEST ENERGY (ORBA), 404 TOWER AVE",Superior,,55,31,14,WGS84,46.73132954,-92.120746775,27,10,0,191,,UNKNOWN,10,CENTRAL,2240,129,COMMERCIAL,URBAN AND CENTER CITY,,,1977-01-01,
55-031-0019,SUPERIOR - STP,107 Mocassin,Superior,54880,55,31,19,WGS84,46.7259939094692,-92.0711802225063,27,0,0,0,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,SUBURBAN,20400,1004,1980-10-02,2016-07-31
55-031-0020,,4222 EAST 4TH STREET,Superior,,55,31,20,WGS84,46.670772816,-92.016857116,27,0,0,195,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,SUBURBAN,,,1981-01-01,
55-031-0023,,"BURLINGTON NORTHERN CO, GRAND & 42ND AVE",Superior,,55,31,23,WGS84,46.67605096,-92.037968328,27,0,0,0,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1983-01-01,
55-031-0025,,"WATERFRONT SITE, 700 WATER STREET",Superior,,55,31,25,WGS84,46.730218125,-92.079912355,27,0,0,188,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1985-01-01,
55-031-0027,,"MIDWEST ENERGY, 2400 WINTER ST",Superior,,55,31,27,WGS84,46.729662487,-92.115190733,27,0,0,192,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1990-02-04,
55-031-0030,,"PEAVEY GLOBE ELEVATOR, 400 MAIN ST",Superior,,55,31,30,WGS84,46.736329136,-92.082968334,27,0,0,185,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1990-10-16,
55-031-0035,ON PLATFORM ADJACENT TO TOWER BAY SLIP WHERE FREIGHTERS ARE LOADED,"BARKO HYDRAULICS, 1 BANKS AVE",Superior,,55,31,35,WGS84,46.739444,-92.102778,7,30.36,0,186,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1996-11-05,
55-031-0036,,1505 1ST STREET NORTH,Superior,,55,31,36,WGS84,46.737440307,-92.099634498,18,30.36,24000,187,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1997-04-02,
55-031-0037,HALLET DOCK INDUSTRIAL SITE,0.37 MI N OF WEST OF WINTER ST BETWEEN MARYLAND AND SUSQUEHANNA AVE,Superior,,55,31,37,WGS84,46.733156566,-92.123540787,27,0.05,247,185,,UNKNOWN,1,CENTRAL,0,129,INDUSTRIAL,SUBURBAN,,,2003-08-25,
55-031-0038,Midwest Energy - Blatnik Bridge Site,"Midwest Energy, Connors Point west of Hwy 53/I-535 Bridge",Superior,54880,55,31,38,WGS84,46.74495,-92.101133,103,6,,186.5,4,MEAN SEA-LEVEL,6,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,2010,1002,2004-02-03,
55-031-1038,,100 m from NW end of Main St.,Superior,54880,55,31,1038,WGS84,46.7476,-92.0996,103,0.5,,194,1,MEAN SEA-LEVEL,,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,20100,1001,2009-07-30,
55-035-0004,LONGFELLOW SCHOOL,512 BALCOM ST - LONGFELLOW SCHOOL,Eau Claire,,55,35,4,WGS84,44.819127146,-91.488771577,27,0.01,0,284,,UNKNOWN,0.01,CENTRAL,2290,128,RESIDENTIAL,URBAN AND CENTER CITY,,,1990-10-01,
55-035-0014,EAU CLAIRE - DOT SIGN SHOP,5505 Highway 53 South Eau Claire,,54722,55,35,14,WGS84,44.7614000009432,-91.143,103,5,,282,14,MEAN SEA-LEVEL,15,CENTRAL,,128,INDUSTRIAL,SUBURBAN,200,4051,2011-03-09,
55-035-0100,EAU CLAIRE SCHOOL DISTRICT ADMINISTRATION BLDG,500 Main St,,54701,55,35,100,WGS84,44.8120000009432,-91.496,103,2,,263,1,MEAN SEA-LEVEL,10,CENTRAL,2290,128,RESIDENTIAL,URBAN AND CENTER CITY,110,1026,2009-03-17,
55-035-1001,U.S. Silica - Fairchild Site #1,Intersection of U.S. Highway 12 and County Rd. RR,,54741,55,35,1001,WGS84,44.6109969919974,-90.9851354193093,103,0.45,,297.7,1,MEAN SEA-LEVEL,0.7,CENTRAL,,128,AGRICULTURAL,RURAL,100,2075,2014-11-06,
55-035-1002,U.S. Silica - Fairchild Site #2,Intersection of US Hwy 12 and County Road RR,,54741,55,35,1002,WGS84,44.608,-90.994,103,0.46,,314.5,1,MEAN SEA-LEVEL,0.6,CENTRAL,,128,AGRICULTURAL,RURAL,100,2075,2014-11-06,
55-037-0001,,"POPPLE RIVER, NADP FIRE STATION #565",,54120,55,37,1,WGS84,45.7949971175114,-88.4000453953792,27,0,0,421,,UNKNOWN,0,CENTRAL,,238,FOREST,RURAL,990200,1191,1987-05-08,
55-039-0006,FOND DU LAC," N3996 KELLY RD, TWN BYRON",,54935,55,39,6,WGS84,43.6874024146859,-88.4220445381495,103,4,,323,1,MEAN SEA-LEVEL,4,CENTRAL,,237,AGRICULTURAL,RURAL,41900,3055,1994-04-22,
55-041-0007,POTAWATOMI,"FIRE TOWER RD, POTAWATOMI SITE",,54520,55,41,7,WGS84,45.565000000943,-88.8086,28,0.01,24000,559,5,MEAN SEA-LEVEL,3.04,CENTRAL,,238,FOREST,RURAL,950300,1043,2002-06-07,
55-043-0009,POTOSI,"128 HWY 61 N, POTOSI TOWNSHIP",Potosi,53820,55,43,9,WGS84,42.6938000009403,-90.6979,103,3,,303,1,MEAN SEA-LEVEL,3,CENTRAL,,68,AGRICULTURAL,RURAL,960800,2010,1999-01-06,
55-045-0001,NW CORNER OF TRAILER,"GREEN CO, W5860 ADVANCE RD, CLARNO TNSHP",,,55,45,1,WGS84,42.533898717,-89.659563365,18,151.82,24000,275,,UNKNOWN,0,CENTRAL,0,240,AGRICULTURAL,RURAL,,,2000-08-01,
55-045-0100,,"Citation Foundary, Hwy 11 & County Road M",,53522,55,45,100,WGS84,42.59055600094,-89.780556,104,20,,245,14,MEAN SEA-LEVEL,5,CENTRAL,,240,INDUSTRIAL,RURAL,98070,3088,2005-09-20,
55-053-1001,,W61388 STH 96,,54659,55,53,1001,WGS84,44.3273266839905,-91.1375450948518,103,5,,271,1,MEAN SEA-LEVEL,5,CENTRAL,,128,INDUSTRIAL,RURAL,960300,4057,2012-07-29,2016-09-27
55-053-1002,Hixton - Smart Sand,W14621 Green Acres Rd.,Hixton,54635,55,53,1002,WGS84,44.3637,-91.03617,103,0.5,,292.6,1,MEAN SEA-LEVEL,6,CENTRAL,,128,INDUSTRIAL,RURAL,960300,3137,2015-10-15,
55-053-1003,Wisconsin Proppants - Hixton,N8499 S. Adams Rd.,,54635,55,53,1003,WGS84,44.377935,-91.07025,103,0.5,,292.6,14,MEAN SEA-LEVEL,6,CENTRAL,,128,INDUSTRIAL,RURAL,960300,2136,2015-11-12,
55-055-0002,JEFFERSON,634 W. Linden DR.,Jefferson,53549,55,55,2,WGS84,43.002,-88.81864,103,2,,258,1,MEAN SEA-LEVEL,5,CENTRAL,,240,RESIDENTIAL,SUBURBAN,991100,2020,1988-04-06,
55-055-0008,WATERLOO POST OFFICE,"POST OFFICE, 241 WEST MADISON ST, WATERLOO",Waterloo,,55,55,8,WGS84,43.183884455,-88.9942759,18,30.36,24000,260,,UNKNOWN,0,CENTRAL,0,240,INDUSTRIAL,URBAN AND CENTER CITY,,,1999-01-01,2003-03-09
55-055-0009,JEFFERSON - LAATSCH,N4440 Laatsch Lane,,53549,55,55,9,WGS84,43.0034,-88.8283,103,1,,259,1,MEAN SEA-LEVEL,5,CENTRAL,,240,AGRICULTURAL,SUBURBAN,991100,2019,2013-04-08,
55-059-0002,KENOSHA - BARBERSHOP QUARTET SOCIETY,"BARBERSHOP QUARTET SCY, 7944 SHERIDAN RD",Kenosha,,55,59,2,WGS84,42.559187355,-87.826185192,27,0,0,196,,UNKNOWN,0.01,CENTRAL,3800,239,RESIDENTIAL,URBAN AND CENTER CITY,,,1980-01-01,2003-10-20
55-059-0019,CHIWAUKEE PRAIRIE STATELINE,"CHIWAUKEE PRAIRIE, 11838 FIRST COURT",Pleasant Prairie,53158,55,59,19,WGS84,42.504722,-87.8093,28,3,25000,187,14,UNKNOWN,10,CENTRAL,3800,239,RESIDENTIAL,RURAL,2000,3037,1988-04-15,
55-059-0022,SHELTER LOCATED IN OPEN FIELD NORTH OF BUILDINGS AT 900 WOOD RD,"UW PARKSIDE, 900 WOOD RD, KENOSHA",,,55,59,22,WGS84,42.652797766,-87.849520234,18,151.82,24000,202,,UNKNOWN,0.01,CENTRAL,3800,239,RESIDENTIAL,RURAL,,,1996-07-31,2003-10-15
55-059-0023,,PHEASANT RUN RDF  4528 176TH AVENUE,,53144,55,59,23,WGS84,42.597,-88.017,30,12,24000,227,14,MEAN SEA-LEVEL,1.5,CENTRAL,,239,AGRICULTURAL,RURAL,280,1037,2003-08-27,
55-059-0024,,PHEASANT RUN RDF 2 19414 60TH ST,,53104,55,59,24,WGS84,42.586,-88.042,30,12,24000,236,14,MEAN SEA-LEVEL,1.5,CENTRAL,,239,AGRICULTURAL,RURAL,280,1038,2003-08-29,
55-059-0025,KENOSHA - WATER TOWER,4504 64th Ave.,Kenosha,53144,55,59,25,WGS84,42.5958000009401,-87.8858,103,5,,228,1,MEAN SEA-LEVEL,5,CENTRAL,,239,RESIDENTIAL,SUBURBAN,600,4004,2013-05-13,
55-061-0002,KEWAUNEE,"KEWAUNEE, ROUTE 1, HWY 42",Kewaunee,54216,55,61,2,WGS84,44.44312,-87.50524,103,2,,207,,MEAN SEA-LEVEL,0,CENTRAL,,237,AGRICULTURAL,RURAL,960500,2002,1994-04-06,
55-063-0011,FRENCH ISLAND,"146 SCHULTZ DR, FRENCH ISLAND",La Crosse,,55,63,11,WGS84,43.839317,-91.260333,18,0.01,24000,196,8,MEAN SEA-LEVEL,3.04,CENTRAL,3870,128,INDUSTRIAL,URBAN AND CENTER CITY,,,2002-12-01,
55-063-0012,LACROSSE - DOT BUILDING,3550 MORMON COULEE RD,La Crosse,54601,55,63,12,WGS84,43.7775,-91.2269,14,5,,667,4,MEAN SEA-LEVEL,5,CENTRAL,3870,128,RESIDENTIAL,SUBURBAN,1102,1005,2005-10-13,
55-063-1001,LaCrosse County Landfill Site #1,"LaCrosse Co Landfill Site #1, 6500 State Rd 16",La Crosse,54650,55,63,1001,WGS84,43.8853,-91.1636,103,2,,235,4,MEAN SEA-LEVEL,2,CENTRAL,,128,COMMERCIAL,SUBURBAN,1040,2046,2006-04-01,
55-063-1002,LaCrosse County Landfill Site #2,"LaCrosse Co Landfill Site #2, 4113 North Kinney Coulee Rd",Onalaska,54650,55,63,1002,WGS84,43.8761,-91.1561,103,2,,235,4,MEAN SEA-LEVEL,2,CENTRAL,,128,COMMERCIAL,SUBURBAN,1040,2046,2006-04-01,
55-071-0004,"MOBILE SHELTER, APPROX 3/4 MI E OF COLLINS ALONG COUNTY HWY JJ","COLLINS FIRE TOWER, CO HWY JJ",,,55,71,4,WGS84,44.08249277,-87.96870584,27,0,0,250,,UNKNOWN,0,CENTRAL,0,237,AGRICULTURAL,RURAL,,,1992-05-22,2003-10-20
55-071-0007,MANITOWOC - WDLND DUNES,2315 EAST GOODWIN RD,,54220,55,71,7,WGS84,44.138619,-87.6161,103,2,,182,1,MEAN SEA-LEVEL,0,CENTRAL,,237,AGRICULTURAL,RURAL,5400,1014,1994-04-05,
55-071-0009,RIDGEVIEW RDF S,"N MADSON RD, RIDGEVIEW RDF S",,,55,71,9,WGS84,44.171104775,-87.826201322,27,60.73,0,262,,UNKNOWN,0,CENTRAL,0,237,AGRICULTURAL,RURAL,,,2000-05-20,2002-05-31
55-071-0010,RIDGEVIEW RDF NORTH,"N MADSON RD, RIDGEVIEW RDF NORTH",,,55,71,10,WGS84,44.178326779,-87.827312418,27,60.73,0,0,,UNKNOWN,0,CENTRAL,0,237,AGRICULTURAL,RURAL,,,2000-05-13,2002-05-31
55-071-0011,MANITOWOC METALS,1025 SOUTH 9TH STREET,Manitowoc,,55,71,11,WGS84,44.0876,-87.6589,7,3.04,24000,200,14,MEAN SEA-LEVEL,3.04,CENTRAL,0,237,COMMERCIAL,URBAN AND CENTER CITY,,,2001-08-19,
55-073-0012,LAKE DUBAY,"LAKE DUBAY, 1780 BERGEN RD, BERGEN TNSHP",,54455,55,73,12,WGS84,44.70735,-89.77183,103,5,,381,1,MEAN SEA-LEVEL,5,CENTRAL,,238,AGRICULTURAL,RURAL,1800,3073,1991-09-25,
55-073-0013,LOCATED ON TOP OF FLAT PLATFORM 2 METERS ABOVE GROUND,"106 RIVER ST, WAUSAU",Wausau,,55,73,13,WGS84,44.949690438,-89.638178289,27,0,0,361,,UNKNOWN,0.01,CENTRAL,8940,238,INDUSTRIAL,URBAN AND CENTER CITY,,,1992-11-20,2001-09-30
55-073-0020,,END OF TIERNEY RD,Wausau,54401,55,73,20,WGS84,44.988055,-89.623888,18,0.01,24000,368,8,MEAN SEA-LEVEL,3.04,CENTRAL,8940,238,INDUSTRIAL,SUBURBAN,,,2002-06-28,2003-09-30
55-079-0007,LAT/LON POINT = NE CORNER OF TRAILER,"MATC, 739 W JUNEAU AVE",Milwaukee,,55,79,7,WGS84,43.047235288,-87.920363181,22,151.82,0,196,,UNKNOWN,0,CENTRAL,5080,239,COMMERCIAL,URBAN AND CENTER CITY,,,1996-03-13,2001-03-01
55-079-0010,MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,"HEALTH CENTER, 1337 SO 16TH ST",Milwaukee,53204,55,79,10,WGS84,43.016667,-87.933333,103,3,,200,1,MEAN SEA-LEVEL,,CENTRAL,5080,239,COMMERCIAL,URBAN AND CENTER CITY,16300,1006,1997-04-04,
55-079-0011,ON STAND IN DUMBROWSKI RESIDENCE FRONT YARD,"7166 S. 51ST ST, DUMBROWSKI HOME",Franklin,,55,79,11,WGS84,42.915,-87.979167,27,30.36,0,223,,UNKNOWN,0,CENTRAL,0,239,RESIDENTIAL,SUBURBAN,,,1997-06-15,
55-079-0015,FRANKLIN PUMPING STATION,"FRANKLIN PUMPING STA, 5800 W ALLWOOD DR",Franklin,,55,79,15,WGS84,42.899444,-87.988333,27,30.36,0,226,,UNKNOWN,0.01,CENTRAL,0,239,RESIDENTIAL,SUBURBAN,,,1997-08-02,2003-09-15
55-079-0016,,"FRANKLIN FIRE DEPT, 4755 W DREXEL AVE",Franklin,,55,79,16,WGS84,42.90111,-87.97611,15,1,2400,221,,MEAN SEA-LEVEL,1,CENTRAL,5080,239,RESIDENTIAL,SUBURBAN,,,1997-10-27,
55-079-0018,CITY GARAGE,"CITY MAINT. GARAGE, 1540 W. CANAL ST.",Milwaukee,,55,79,18,WGS84,43.031680756,-87.931752281,27,0,0,213,,UNKNOWN,0,CENTRAL,5080,239,INDUSTRIAL,URBAN AND CENTER CITY,,,1970-01-01,2003-09-10
55-079-0026,MILWAUKEE - SER DNR HDQRS,2300 N M. L. KING JR DR,Milwaukee,53212,55,79,26,WGS84,43.060975,-87.913504,103,5,0,208,14,MEAN SEA-LEVEL,,CENTRAL,5080,239,COMMERCIAL,URBAN AND CENTER CITY,10500,1003,1999-01-01,
55-079-0036,ST AUGUSTINES - WEST ALLIS,"ST AUGUSTINES, 6762 W ROGERS ST",West Allis,,55,79,36,WGS84,43.009444,-87.997222,18,30.36,0,215,,UNKNOWN,0,CENTRAL,5080,239,INDUSTRIAL,URBAN AND CENTER CITY,,,1998-12-19,2003-01-31
55-079-0037,EAST SIDE OF METRO RECYCLING FACILITY,"METRO RECYCLING AND DISPOSAL, 76TH ST",Franklin,,55,79,37,WGS84,42.849460438,-88.05536412,27,30.36,24000,245,,UNKNOWN,0,CENTRAL,0,239,AGRICULTURAL,RURAL,,,1998-09-11,
55-079-0038,SOUTHEAST COURNER OF METRO RECYCLING AND DISPOSAL FACILITY,"METRO RECYCLING, CTY LINE DR AND 76TH ST",Franklin,,55,79,38,WGS84,42.843072554,-88.054253006,27,30.36,24000,244,,UNKNOWN,0,CENTRAL,0,239,AGRICULTURAL,RURAL,,,1998-11-03,
55-079-0041,MILWAUKEE UWM-NORTH,"UWM NORTH CAMPUS, 2114 E KENWOOD BLVD",Milwaukee,53211,55,79,41,WGS84,43.075,-87.884,103,10,,206,1,MEAN SEA-LEVEL,1,CENTRAL,5080,239,RESIDENTIAL,SUBURBAN,7300,2000,1973-01-01,
55-079-0043,STAND ON ROOF OF FIRE STATION-2M FROM CLOSEST PARAPET TO NORTH,"VIRGINIA FIRE STATION, 100 W VIRGINIA ST",Milwaukee,,55,79,43,WGS84,43.02641,-87.91111,28,3,24000,208,14,UNKNOWN,0,CENTRAL,5080,239,COMMERCIAL,URBAN AND CENTER CITY,,,1999-01-01,
55-079-0044,APPLETON AVE,7528 W. APPLETON AVE.,Milwaukee,,55,79,44,WGS84,43.092789397,-88.005643929,27,1,0,223,,UNKNOWN,1,CENTRAL,5080,239,RESIDENTIAL,SUBURBAN,,,1973-01-01,
55-079-0047,,"ADVANCE COMPANY, 3841 W WISCONSIN AVE",Milwaukee,,55,79,47,WGS84,43.0383464,-87.964253237,27,0,0,211,,UNKNOWN,0,CENTRAL,5080,239,COMMERCIAL,URBAN AND CENTER CITY,,,1986-08-15,2001-01-20
55-079-0048,,"ALVERNO COLLEGE, 3401 S. 39TH STREET",Milwaukee,,55,79,48,WGS84,42.98195896,-87.964807498,27,0,0,229,,UNKNOWN,0,CENTRAL,5080,239,RESIDENTIAL,URBAN AND CENTER CITY,,,1986-10-24,2001-01-20
55-079-0049,,5910 NORTH MILWAUKEE RIVER RD,Glendale,,55,79,49,WGS84,43.132510412,-87.932306608,16,1,24000,208,8,MEAN SEA-LEVEL,3.04,CENTRAL,5080,239,RESIDENTIAL,SUBURBAN,,,2002-12-09,
55-079-0050,ON SCHOOL ROOF,"CRAIG SCHOOL, W CONGRESS & N 76TH STS",Milwaukee,,55,79,50,WGS84,43.097778,-88.007778,18,30.36,0,221,,UNKNOWN,0,CENTRAL,5080,239,RESIDENTIAL,URBAN AND CENTER CITY,,,1999-02-26,2003-01-31
55-079-0051,LOCATED ON ROOF OF ZOOFARI BUILDING ON MILWAUKEE CNTY ZOO GROUNDS,"ZOOFAR1, 9715 W. BLUEMOUND RD",Milwaukee,,55,79,51,WGS84,43.034444,-88.043167,18,60.73,0,233,,UNKNOWN,0,CENTRAL,5080,239,COMMERCIAL,SUBURBAN,,,1999-02-02,
55-079-0052,MILWAUKEE HAVENWOODS,6141 NO. HOPKINS,Milwaukee,53218,55,79,52,WGS84,43.1288944202171,-87.9708616305708,103,1,1000,209,4,MEAN SEA-LEVEL,1,CENTRAL,5080,239,FOREST,SUBURBAN,1100,1022,2006-10-20,
55-079-0053,,WEST ALLIS DEPT OF PUBLIC WORKS 6300 W MCGEOCH AVE,West Allis,53219,55,79,53,WGS84,43.00722,-87.9937,103,5,2400,210,1,MEAN SEA-LEVEL,5,CENTRAL,5080,239,INDUSTRIAL,URBAN AND CENTER CITY,10160,6006,2006-09-01,
55-079-0056,MILWAUKEE - COLLEGE AVE. NR,1550 W. College Ave.,Milwaukee,53221,55,79,56,WGS84,42.9326580009409,-87.9344,103,5,,227.69,1,MEAN SEA-LEVEL,5,CENTRAL,5080,239,MOBILE,URBAN AND CENTER CITY,21700,5022,2013-10-22,
55-079-0058,MILWAUKEE - COLLEGE AVE. PARK & RIDE,1550 W College Ave,Milwaukee,53221,55,79,58,WGS84,42.930708,-87.931983,103,5,,747,1,MEAN SEA-LEVEL,10,CENTRAL,5080,239,MOBILE,URBAN AND CENTER CITY,21700,5023,2009-10-15,
55-079-0059,FENCED-IN AREA BETWEEN I-94 OFF-RAMP AND RESIDENTIAL AREA,"FEDERAL AVIATION ADM, 4942 S 16TH ST",Milwaukee,,55,79,59,WGS84,42.955015527,-87.934251164,27,0,0,214,,UNKNOWN,0,CENTRAL,5080,239,RESIDENTIAL,SUBURBAN,,,1988-03-18,
55-079-0064,GREAT LAKES WATER INSTITUTE,"GREAT LAKES WATER INST, 600 E GREENFIELD",Milwaukee,,55,79,64,WGS84,43.0169583,-87.918140718,27,1,0,193,,UNKNOWN,1,CENTRAL,5080,239,INDUSTRIAL,URBAN AND CENTER CITY,,,1975-01-01,
55-079-0085,BAYSIDE,601 E. ELLSWORTH LANE,Bayside,53217,55,79,85,WGS84,43.1818000009414,-87.901,103,15,0,213,1,MEAN SEA-LEVEL,15,CENTRAL,5080,239,RESIDENTIAL,SUBURBAN,30100,2006,1984-05-01,
55-079-0099,MILWAUKEE - FIRE DEPT. HQ,711 W WELLS ST,Milwaukee,53233,55,79,99,WGS84,43.039871,-87.920794,103,15,,148,1,MEAN SEA-LEVEL,15,CENTRAL,5080,239,COMMERCIAL,URBAN AND CENTER CITY,14500,1025,1970-01-01,
55-079-1025,,"BLAKEWOOD SCHOOL, 3501 BLAKEWOOD AVE.",South Milwaukee,,55,79,1025,WGS84,42.896405737,-87.878137347,27,0,0,212,,UNKNOWN,0.01,CENTRAL,5080,239,RESIDENTIAL,SUBURBAN,,,1980-10-10,2003-11-02
55-081-0003,RIDGEVIEW LANDFILL #1,"RIDGEVIEW LANDFILL #1, 20422 JUNCO RD",Tomah,,55,81,3,WGS84,43.877817,-90.57385,18,0.01,24000,434,8,MEAN SEA-LEVEL,3.04,CENTRAL,,128,INDUSTRIAL,RURAL,,,2002-08-01,2004-09-01
55-081-0004,RIDGEVIEW LANDFILL #2,"RIDGEVIEW LANDFILL #2, END OF JUNCO RD",Tomah,,55,81,4,WGS84,43.87462,-90.57952,18,0.01,24000,422,8,MEAN SEA-LEVEL,3.04,CENTRAL,,128,INDUSTRIAL,RURAL,,,2002-08-01,2004-09-01
55-081-1001,,County Road CA,,54660,55,81,1001,WGS84,43.9585858470477,-90.3928267059934,103,5,,290,14,MEAN SEA-LEVEL,3,CENTRAL,,128,INDUSTRIAL,RURAL,950700,2103,2012-06-01,
